Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Section title,Component ID,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes,Requirement,Requirement source (LHMP_IA row),LHMP_IA section,LHMP_IA component,Match basis,Confidence,Renders on page,Why it does not render,Original type,Original type name,Replaced by (live component ID),Replacement match basis
T5-493,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled Spreadsheet),2384156,Spreadsheet,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Published,,,,,
T5-494,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384173,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C1-a,1468495,Strategies,Capabilities,"inherited from LHMP_IA component ""Capabilities"" (Strategies / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-495,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled Card),2384175,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C1-a,1468496,Strategies (2.0),Local Capabilities,"inherited from LHMP_IA component ""Local Capabilities"" (Strategies (2.0) / Rich Text)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-496,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384178,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b",1468498,Strategies,Actions,"inherited from LHMP_IA component ""Actions"" (Strategies / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-497,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Built Environment - Local Risk Summary,2384162,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957824,Modeled Risks (NRI),Built Environment - Local Risk Summary,"LHMP_IA component ""Built Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,Published,,,,,
T5-498,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384161,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468444,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA component ""Built Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-499,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384164,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468462,Modeled Risks (NRI),People and Communities Overview,"inherited from LHMP_IA component ""People and Communities Overview"" (Modeled Risks (NRI) / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-500,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,People and Communities - Local Risk Summary,2384165,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1686455,Modeled Risks (NRI),People and Communities - Local Risk Summary,"LHMP_IA component ""People and Communities - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,Published,,,,,
T5-501,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384167,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468479,Modeled Risks (NRI),Natural Environment Overview,"inherited from LHMP_IA component ""Natural Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-502,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Natural Environment - Local Risk Summary,2384168,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957825,Modeled Risks (NRI),Natural Environment - Local Risk Summary,"LHMP_IA component ""Natural Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,Published,,,,,
T5-503,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384169,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957825,Modeled Risks (NRI),Natural Environment - Local Risk Summary,"inherited from LHMP_IA component ""Natural Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,Published,,,,,
T5-504,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled Card),2384181,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b, E2-b",1468501,Strategies (2.0),Local Actions Table,"inherited from LHMP_IA component ""Local Actions Table"" (Strategies (2.0) / Table)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-505,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384182,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b, E2-b",1468501,Strategies (2.0),Local Actions Table,"inherited from LHMP_IA component ""Local Actions Table"" (Strategies (2.0) / Table)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-506,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384184,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C4-a,1468502,Strategies (2.0),Featured Strategy,"inherited from LHMP_IA component ""Featured Strategy"" (Strategies (2.0) / Rich Text)",Medium,Published,,,,,
T5-507,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,(untitled lexical),2384189,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-a,1468364,Overview,Overview,"LHMP_IA section ""Overview"" (first section on the page)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-508,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,(untitled lexical),2384212,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468423,Historic Occurrences,Number of Events by County Municipality,"inherited from LHMP_IA component ""Number of Events by County Municipality"" (Historic Occurrences / Map)",Medium,Published,,,,,
T5-509,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,(untitled Card),2384216,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,Published,,,,,
T5-510,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,(untitled Spreadsheet),2384217,Spreadsheet on src 870,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,Published,,,,,
T5-511,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,Hazard of Concern,2384192,Card on Hazards_of_Concern,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,Published,,,,,
T5-512,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,Modeled RIsk,2384193,Card on src 1508,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,Published,,,,,
T5-513,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,Historical Risk,2384194,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,Published,,,,,
T5-514,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,(untitled lexical),2384195,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"inherited from LHMP_IA component ""Hero Stats"" (Overview / Card)",Medium,Published,,,,,
T5-515,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,Local Hazard Summary,2384198,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468379,Overview,General Vulnerability,"LHMP_IA section ""Overview"" (via ""General Vulnerability"")",Medium,Published,,,,,
