Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Page ID,Page Relevance,Section title,Draft section ID,Draft section group ID,Draft section group name,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes,Requirement,Requirement source (LHMP_IA row),LHMP_IA section,LHMP_IA component,Match basis,Confidence,Tag exempt,Draft tags (current),V1 published section ID,Draft ID basis
T5-539,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,Hazard of Concern,1682901,default,Group 1,Card on Hazards_of_Concern,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,,,2384266,positional
T5-540,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,Total Events and Losses in $: Declared Disasters and Non-Declared Events,1682921,default,Group 1,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468416,Historic Occurrences,Historic Occurrences,"inherited from LHMP_IA component ""Historic Occurrences"" (Historic Occurrences / Card)",Medium,,,2384279,positional
T5-541,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,Modeled RIsk,1682904,default,Group 1,Card on src 1508,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,,,2384267,positional
T5-542,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,Historical Risk,1682906,default,Group 1,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,,,2384268,positional
T5-543,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled lexical),1682908,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"inherited from LHMP_IA component ""Hero Stats"" (Overview / Card)",Medium,,,2384269,positional
T5-544,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled lexical),1682910,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"inherited from LHMP_IA component ""Hero Stats"" (Overview / Card)",Medium,,,2384271,positional
T5-545,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,Local Hazard Summary,2176328,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468382,Overview,General Vulnerability,"LHMP_IA section ""Overview"" (via ""General Vulnerability"")",Medium,,,2384272,positional
T5-546,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled lexical),1682930,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468423,Historic Occurrences,Number of Events by County Municipality,"inherited from LHMP_IA component ""Number of Events by County Municipality"" (Historic Occurrences / Map)",Medium,,,2384284,positional
T5-547,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled Graph),1682933,default,Group 1,Graph,tags (empty string),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468423,Historic Occurrences,Number of Events by County Municipality,"inherited from LHMP_IA component ""Number of Events by County Municipality"" (Historic Occurrences / Map)",Medium,,,2384286,positional
T5-548,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled lexical),1682935,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468423,Historic Occurrences,Number of Events by County Municipality,"inherited from LHMP_IA component ""Number of Events by County Municipality"" (Historic Occurrences / Map)",Medium,,,2384287,positional
T5-549,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled lexical),1980933,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Hidden from view,,2384304,positional
T5-550,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled Card),1980833,default,Group 1,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,,,2384291,positional
T5-551,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled Spreadsheet),1682943,default,Group 1,Spreadsheet on src 870,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,,,2384292,positional
T5-552,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled lexical),1980838,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,Hidden from view,,2384293,positional
T5-553,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled lexical),1980843,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468431,Historic Occurrences,Other Hazard Events,"inherited from LHMP_IA component ""Other Hazard Events"" (Historic Occurrences / Card)",Medium,Hidden from view,,2384298,positional
T5-554,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,Local Risk Assessment,1682951,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468438,Modeled Risks (NRI),Built Environment Overview,"LHMP_IA section ""Modeled Risks (NRI)"" (via ""Built Environment Overview"")",Medium,Section title only,,2384300,positional
T5-555,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled lexical),1980927,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468438,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA section ""Modeled Risks (NRI)"" (via ""Built Environment Overview"")",Medium,Hidden from view,,2384301,positional
T5-556,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled Card),1682954,default,Group 1,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Hidden from view,,2384303,positional
T5-557,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled Spreadsheet),2382480,default,Group 1,Spreadsheet,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,,,2384306,positional
T5-558,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,Special Flood Hazard Areas,1682967,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468445,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA component ""Built Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,,,2384311,positional
T5-559,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled lexical),1682969,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468445,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA component ""Built Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,,,2384312,positional
T5-560,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,Floodplain Map,1682971,default,Group 1,Map,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468445,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA component ""Built Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,,,2384313,positional
T5-561,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled Spreadsheet),1682973,default,Group 1,Spreadsheet on src 1505,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468445,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA component ""Built Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,,,2384314,positional
T5-562,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled lexical),1980958,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468445,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA component ""Built Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,Hidden from view,,2384315,positional
